dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2023-12-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14249;12523;2427;
2023-12-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;748;1089;
2023-12-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;851;2162;
2023-12-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14249;9702;2427;
2023-12-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;766;1089;
2023-12-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;841;2162;
2023-12-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;9096;2428;
2023-12-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;199;1089;
2023-12-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;219;2162;
2023-12-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;1602;2428;
2023-12-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;247;1089;
2023-12-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;232;2162;
2023-12-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;1442;2428;
2023-12-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;491;1089;
2023-12-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;565;2162;
2023-12-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;3347;2428;
2023-12-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;808;1089;
2023-12-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;1044;2162;
2023-12-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;11726;2428;
2023-12-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;826;1089;
2023-12-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;1074;2162;
2023-12-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;12103;2428;
2023-12-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;907;1089;
2023-12-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;1119;2162;
2023-12-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;12627;2428;
2023-12-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;763;1089;
2023-12-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;950;2162;
2023-12-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;10261;2428;
2023-12-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;320;1089;
2023-12-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;359;2162;
2023-12-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;3132;2428;
2023-12-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;131;1089;
2023-12-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;177;2162;
2023-12-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;723;2428;
2023-12-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;298;1089;
2023-12-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;337;2162;
2023-12-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;3405;2428;
2023-12-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;763;1089;
2023-12-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;962;2162;
2023-12-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;11071;2428;
2023-12-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-12-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;972;541;1089;
2023-12-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1702;670;2162;
2023-12-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;14256;6836;2428;
2023-12-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
