dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2023-07-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;1199;879;
2023-07-09;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9642;18756;1769;
2023-07-09;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;653;1405;631;
2023-07-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;2202;879;
2023-07-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9642;31580;1769;
2023-07-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;653;714;631;
2023-07-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;1115;879;
2023-07-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9642;18940;1769;
2023-07-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;653;255;631;
2023-07-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;463;879;
2023-07-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9642;5625;1769;
2023-07-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;653;1210;631;
2023-07-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;1851;879;
2023-07-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9646;26123;1770;
2023-07-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;653;1455;631;
2023-07-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1006;2307;879;
2023-07-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;9652;30090;1771;
2023-07-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;17;
2023-07-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1089;681;
2023-07-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1700;996;
2023-07-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;22003;1824;
2023-07-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;811;681;
2023-07-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1346;996;
2023-07-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;20891;1824;
2023-07-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;545;681;
2023-07-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;721;996;
2023-07-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;9807;1824;
2023-07-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;169;681;
2023-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;277;996;
2023-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;5776;1824;
2023-07-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;617;681;
2023-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;883;996;
2023-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;12348;1824;
2023-07-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;717;681;
2023-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;969;996;
2023-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;16740;1824;
2023-07-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1254;681;
2023-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1669;996;
2023-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10148;25332;1824;
2023-07-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;739;681;
2023-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1168;996;
2023-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;17053;1825;
2023-07-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;938;681;
2023-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1487;996;
2023-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;21129;1825;
2023-07-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;823;681;
2023-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1254;996;
2023-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;15421;1825;
2023-07-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;861;681;
2023-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1326;996;
2023-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;20670;1825;
2023-07-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1502;681;
2023-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;2306;996;
2023-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;31428;1825;
2023-07-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1032;681;
2023-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1553;996;
2023-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10153;18065;1825;
2023-07-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1032;681;
2023-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1436;996;
2023-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10162;23996;1826;
2023-07-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;612;681;
2023-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;912;996;
2023-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10165;8651;1827;
2023-07-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1194;681;
2023-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1897;996;
2023-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10165;25959;1827;
2023-07-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1333;681;
2023-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1071;1943;996;
2023-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10189;29393;1828;
2023-07-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
