dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-03-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17110;17232;2832;
2024-03-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;2687;1683;
2024-03-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;3106;2648;
2024-03-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17110;35222;2832;
2024-03-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;269;1683;
2024-03-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;215;2648;
2024-03-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17110;2322;2832;
2024-03-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1280;1683;
2024-03-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1299;2648;
2024-03-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;14333;2833;
2024-03-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;3018;1683;
2024-03-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;3474;2648;
2024-03-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;40614;2833;
2024-03-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1152;1683;
2024-03-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1211;2648;
2024-03-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;11576;2833;
2024-03-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;2115;1683;
2024-03-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;2418;2648;
2024-03-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;18922;2833;
2024-03-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1628;1683;
2024-03-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1705;2648;
2024-03-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;15521;2833;
2024-03-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1493;1683;
2024-03-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1740;2648;
2024-03-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;14353;2833;
2024-03-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1741;1683;
2024-03-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1993;2648;
2024-03-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;21268;2833;
2024-03-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;1681;1683;
2024-03-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1926;2648;
2024-03-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;24695;2833;
2024-03-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
2024-03-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1290;3183;1683;
2024-03-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;3664;2648;
2024-03-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17116;30169;2833;
2024-03-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;4143;0;24;
