dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-01-07;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;878;2237;
2024-01-07;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15248;6937;2584;
2024-01-07;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;406;1097;
2024-01-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;534;2237;
2024-01-08;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15248;4640;2584;
2024-01-08;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;300;1097;
2024-01-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;344;2237;
2024-01-09;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15248;1764;2584;
2024-01-09;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;118;1097;
2024-01-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;182;2237;
2024-01-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15248;703;2584;
2024-01-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;182;1097;
2024-01-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;213;2237;
2024-01-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15254;1667;2585;
2024-01-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;874;1097;
2024-01-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;1164;2237;
2024-01-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15254;10611;2585;
2024-01-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;216;1097;
2024-01-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;337;2237;
2024-01-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15254;2702;2585;
2024-01-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1003;187;1097;
2024-01-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1739;301;2237;
2024-01-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15254;1632;2585;
2024-01-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;271;1173;
2024-01-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;363;2360;
2024-01-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15643;2342;2629;
2024-01-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;173;1173;
2024-01-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;280;2360;
2024-01-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15647;1094;2630;
2024-01-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;480;1173;
2024-01-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;650;2360;
2024-01-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;4328;2631;
2024-01-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;86;1173;
2024-01-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;153;2360;
2024-01-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;331;2631;
2024-01-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;1046;1173;
2024-01-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1523;2360;
2024-01-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;14073;2631;
2024-01-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;1184;1173;
2024-01-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1685;2360;
2024-01-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;17600;2631;
2024-01-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;976;1173;
2024-01-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1490;2360;
2024-01-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;14715;2631;
2024-01-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;283;1173;
2024-01-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;494;2360;
2024-01-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;3224;2631;
2024-01-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;918;1173;
2024-01-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1367;2360;
2024-01-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;14076;2631;
2024-01-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;1001;1173;
2024-01-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1529;2360;
2024-01-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;15980;2631;
2024-01-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;959;1173;
2024-01-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1335;2360;
2024-01-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;15065;2631;
2024-01-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;662;1173;
2024-01-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1003;2360;
2024-01-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;9013;2631;
2024-01-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;790;1173;
2024-01-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1216;2360;
2024-01-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;10411;2631;
2024-01-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;866;1173;
2024-01-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1384;2360;
2024-01-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;10865;2631;
2024-01-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;183;1173;
2024-01-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;374;2360;
2024-01-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;2272;2631;
2024-01-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;834;1173;
2024-01-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1205;2360;
2024-01-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;11638;2631;
2024-01-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
2024-01-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1019;972;1173;
2024-01-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1761;1242;2360;
2024-01-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;15653;15160;2631;
2024-01-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;4676;0;20;
