dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-07-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2400;4356;3434;
2024-07-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20288;52116;3226;
2024-07-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2237;4821;2464;
2024-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2416;4443;3434;
2024-07-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20288;49569;3226;
2024-07-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2274;4636;2464;
2024-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2416;4115;3434;
2024-07-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;50914;3228;
2024-07-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2274;3142;2464;
2024-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2416;2770;3434;
2024-07-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;32461;3228;
2024-07-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2274;3447;2464;
2024-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2416;2976;3434;
2024-07-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;37730;3228;
2024-07-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;5134;2464;
2024-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2416;4727;3434;
2024-07-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;56041;3228;
2024-07-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;5093;2464;
2024-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2463;4648;3434;
2024-07-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;53898;3228;
2024-07-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;1564;2464;
2024-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2463;1010;3434;
2024-07-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;18988;3228;
2024-07-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;3230;2464;
2024-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2463;2758;3434;
2024-07-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;22714;3228;
2024-07-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;4139;2464;
2024-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;3745;3434;
2024-07-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;42390;3228;
2024-07-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;1233;2464;
2024-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;1019;3434;
2024-07-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;21014;3228;
2024-07-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;4236;2464;
2024-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;3790;3434;
2024-07-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;32974;3228;
2024-07-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;3780;2464;
2024-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;2598;3434;
2024-07-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;28540;3228;
2024-07-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;3460;2464;
2024-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;2936;3434;
2024-07-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;38518;3228;
2024-07-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2285;4631;2464;
2024-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2530;3987;3434;
2024-07-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20299;43049;3228;
2024-07-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
