dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2023-10-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;3983;0;19;
2023-10-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;802;127;796;
2023-10-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1480;296;1771;
2023-10-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12540;1711;2148;
2023-10-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;3983;0;19;
2023-10-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;152;851;
2023-10-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;348;1867;
2023-10-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;2308;2186;
2023-10-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;344;851;
2023-10-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;472;1867;
2023-10-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;4112;2186;
2023-10-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;215;851;
2023-10-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;276;1867;
2023-10-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;1530;2186;
2023-10-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;458;851;
2023-10-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;582;1867;
2023-10-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;6575;2186;
2023-10-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;166;851;
2023-10-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;295;1867;
2023-10-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;1864;2186;
2023-10-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;241;851;
2023-10-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;345;1867;
2023-10-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;5063;2186;
2023-10-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;1096;851;
2023-10-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;1472;1867;
2023-10-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;18212;2186;
2023-10-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;638;851;
2023-10-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;897;1867;
2023-10-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;13212;2186;
2023-10-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;97;851;
2023-10-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;173;1867;
2023-10-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;1333;2186;
2023-10-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;557;851;
2023-10-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;700;1867;
2023-10-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;8444;2186;
2023-10-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;162;851;
2023-10-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;247;1867;
2023-10-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12775;1513;2186;
2023-10-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;151;851;
2023-10-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;238;1867;
2023-10-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;1572;2187;
2023-10-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;962;851;
2023-10-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;1196;1867;
2023-10-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;14238;2187;
2023-10-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;242;851;
2023-10-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;443;1867;
2023-10-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;2822;2187;
2023-10-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;929;851;
2023-10-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;1231;1867;
2023-10-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;13951;2187;
2023-10-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;753;851;
2023-10-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;967;1867;
2023-10-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;12225;2187;
2023-10-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2023-10-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;865;1094;851;
2023-10-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1491;1387;1867;
2023-10-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;12780;17354;2187;
2023-10-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
