dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-05-07;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18433;51073;3021;
2024-05-07;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;4292;1945;
2024-05-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;4145;2940;
2024-05-08;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;55019;3022;
2024-05-08;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;3756;1945;
2024-05-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;3677;2940;
2024-05-09;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;49074;3022;
2024-05-09;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;3954;1945;
2024-05-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;3988;2940;
2024-05-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;54642;3022;
2024-05-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;2537;1945;
2024-05-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;2514;2940;
2024-05-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;28457;3022;
2024-05-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;2686;1945;
2024-05-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;2516;2940;
2024-05-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;38478;3022;
2024-05-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;555;1945;
2024-05-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;514;2940;
2024-05-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;3439;3022;
2024-05-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1531;3182;1945;
2024-05-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1913;2990;2940;
2024-05-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18442;26957;3022;
2024-05-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;5138;0;30;
2024-05-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;2483;2068;
2024-05-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;2295;3020;
2024-05-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;28277;3049;
2024-05-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;2329;2068;
2024-05-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;2078;3020;
2024-05-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;23938;3049;
2024-05-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;2083;2068;
2024-05-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;1790;3020;
2024-05-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;22013;3049;
2024-05-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;971;2068;
2024-05-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;831;3020;
2024-05-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;10952;3049;
2024-05-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;1932;2068;
2024-05-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;1541;3020;
2024-05-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;28229;3049;
2024-05-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;3145;2068;
2024-05-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;2801;3020;
2024-05-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;32405;3049;
2024-05-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;1335;2068;
2024-05-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;1140;3020;
2024-05-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18590;15020;3049;
2024-05-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;1992;2068;
2024-05-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;1918;3020;
2024-05-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18600;20651;3051;
2024-05-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;3089;2068;
2024-05-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;2769;3020;
2024-05-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18600;36254;3051;
2024-05-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;3451;2068;
2024-05-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;3088;3020;
2024-05-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18605;41731;3052;
2024-05-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;3491;2068;
2024-05-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;3010;3020;
2024-05-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;45813;3054;
2024-05-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1624;673;2068;
2024-05-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;418;3020;
2024-05-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;8133;3054;
2024-05-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1654;3341;2068;
2024-05-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;2879;3020;
2024-05-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;36147;3054;
2024-05-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1654;4695;2068;
2024-05-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;4380;3019;
2024-05-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;57169;3054;
2024-05-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1654;4405;2068;
2024-05-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;4164;3019;
2024-05-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;55783;3054;
2024-05-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1654;1221;2068;
2024-05-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;816;3019;
2024-05-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;10396;3054;
2024-05-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
2024-05-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1654;4707;2068;
2024-05-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1930;4013;3019;
2024-05-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;18617;45161;3054;
2024-05-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;5408;0;32;
