dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-02-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1169;1051;1257;
2024-02-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1724;1344;2481;
2024-02-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16208;13368;2703;
2024-02-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2024-02-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1169;1084;1257;
2024-02-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1724;1343;2481;
2024-02-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16208;13566;2703;
2024-02-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2024-02-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1169;728;1257;
2024-02-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1724;870;2481;
2024-02-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16208;6190;2703;
2024-02-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2024-02-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1169;1548;1257;
2024-02-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1724;1741;2481;
2024-02-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16208;20636;2703;
2024-02-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2024-02-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1169;438;1257;
2024-02-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1724;390;2481;
2024-02-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16208;4203;2703;
2024-02-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;4016;0;20;
2024-02-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;343;1412;
2024-02-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;323;2539;
2024-02-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16558;3790;2743;
2024-02-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;1538;1412;
2024-02-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1753;2539;
2024-02-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16558;20489;2743;
2024-02-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;1810;1412;
2024-02-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;2074;2538;
2024-02-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16558;28433;2743;
2024-02-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;1131;1412;
2024-02-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1291;2538;
2024-02-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16558;13939;2743;
2024-02-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;812;1412;
2024-02-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;805;2538;
2024-02-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16558;4787;2743;
2024-02-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;1518;1412;
2024-02-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1648;2538;
2024-02-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16561;18710;2744;
2024-02-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;523;1412;
2024-02-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;473;2538;
2024-02-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16561;3976;2744;
2024-02-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;447;1412;
2024-02-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;400;2538;
2024-02-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16561;3506;2744;
2024-02-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;575;1412;
2024-02-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;583;2538;
2024-02-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16561;3473;2744;
2024-02-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;859;1412;
2024-02-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;902;2538;
2024-02-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16579;7738;2748;
2024-02-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;330;1412;
2024-02-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;333;2538;
2024-02-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16579;1364;2748;
2024-02-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;168;1412;
2024-02-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;177;2538;
2024-02-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16579;440;2748;
2024-02-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;988;1412;
2024-02-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1064;2538;
2024-02-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16587;8602;2750;
2024-02-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;1110;1412;
2024-02-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;1210;2538;
2024-02-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16587;8279;2750;
2024-02-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
2024-02-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1199;405;1412;
2024-02-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1813;417;2538;
2024-02-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;16611;2687;2753;
2024-02-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4058;0;22;
