dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2023-08-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10779;32383;1902;
2023-08-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1707;730;
2023-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1221;2174;1220;
2023-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10791;32573;1904;
2023-08-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;311;730;
2023-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1221;454;1220;
2023-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10791;6558;1904;
2023-08-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1127;730;
2023-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1221;1458;1220;
2023-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10791;18980;1904;
2023-08-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;735;1708;730;
2023-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1221;2171;1220;
2023-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;10791;29739;1904;
2023-08-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;299;753;
2023-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;526;1397;
2023-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11078;6034;1952;
2023-08-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;403;753;
2023-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;471;1397;
2023-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11078;6406;1952;
2023-08-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1314;753;
2023-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1859;1397;
2023-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11078;23956;1952;
2023-08-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1144;753;
2023-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1639;1397;
2023-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;22090;1954;
2023-08-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;876;753;
2023-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1288;1397;
2023-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;13253;1954;
2023-08-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;306;753;
2023-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;495;1397;
2023-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;4831;1954;
2023-08-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;786;753;
2023-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1066;1397;
2023-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;21619;1954;
2023-08-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;771;753;
2023-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1188;1397;
2023-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;18949;1954;
2023-08-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1362;753;
2023-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1896;1397;
2023-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11088;26154;1954;
2023-08-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1429;753;
2023-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;2033;1397;
2023-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11090;22299;1955;
2023-08-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;115;753;
2023-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;138;1397;
2023-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11101;1793;1957;
2023-08-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;499;753;
2023-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;854;1397;
2023-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11101;10485;1957;
2023-08-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;700;753;
2023-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1073;1397;
2023-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11101;15113;1957;
2023-08-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;897;753;
2023-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1159;1397;
2023-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11101;11868;1957;
2023-08-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;613;753;
2023-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;825;1397;
2023-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11108;11782;1959;
2023-08-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1054;753;
2023-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;1342;1397;
2023-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11108;22236;1959;
2023-08-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
2023-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;782;1550;753;
2023-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1254;2002;1397;
2023-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;11120;24609;1961;
2023-08-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;3977;0;18;
