dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-04-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17936;8457;2956;
2024-04-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1064;1869;
2024-04-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;815;2844;
2024-04-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17945;10741;2957;
2024-04-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;2817;1869;
2024-04-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;2139;2844;
2024-04-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17952;34270;2958;
2024-04-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3202;1869;
2024-04-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3200;2844;
2024-04-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17952;38309;2958;
2024-04-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3113;1869;
2024-04-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3468;2844;
2024-04-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17952;50425;2958;
2024-04-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3456;1869;
2024-04-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3560;2844;
2024-04-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17956;53901;2959;
2024-04-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3740;1869;
2024-04-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3704;2844;
2024-04-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17956;55236;2959;
2024-04-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3412;1869;
2024-04-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3421;2844;
2024-04-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17956;49748;2959;
2024-04-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1424;1869;
2024-04-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;916;2844;
2024-04-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17956;11712;2959;
2024-04-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;2044;1869;
2024-04-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;1996;2844;
2024-04-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17956;36220;2959;
2024-04-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1360;1869;
2024-04-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;1226;2844;
2024-04-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17961;12819;2960;
2024-04-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1211;1869;
2024-04-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;916;2844;
2024-04-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17979;12035;2961;
2024-04-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1074;1869;
2024-04-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;920;2844;
2024-04-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17982;9803;2962;
2024-04-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;1467;1869;
2024-04-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;1354;2844;
2024-04-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17982;29118;2962;
2024-04-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;3284;1869;
2024-04-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;3599;2844;
2024-04-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17982;45811;2962;
2024-04-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
2024-04-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;1426;873;1869;
2024-04-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;1848;473;2844;
2024-04-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;17982;7055;2962;
2024-04-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;4418;0;29;
