dataDate;community;province;selfConsumption;sumPower_kW;sumPouredEnergy_kWh;sumContracts
2024-08-07;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2327;940;2600;
2024-08-07;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;606;3605;
2024-08-07;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;8291;3264;
2024-08-07;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;804;2600;
2024-08-08;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;524;3605;
2024-08-08;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;8394;3264;
2024-08-08;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;1266;2600;
2024-08-09;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;845;3605;
2024-08-09;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;12156;3265;
2024-08-09;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;3206;2600;
2024-08-10;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;2483;3605;
2024-08-10;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;31863;3265;
2024-08-10;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;4397;2600;
2024-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;3485;3605;
2024-08-11;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;48678;3265;
2024-08-11;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;1022;2600;
2024-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;625;3605;
2024-08-12;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20875;13947;3265;
2024-08-12;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;1470;2600;
2024-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2627;1022;3605;
2024-08-13;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20879;11324;3266;
2024-08-13;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;2070;2600;
2024-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2661;1563;3605;
2024-08-14;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;20879;25183;3266;
2024-08-14;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;5088;2633;
2024-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2661;4208;3753;
2024-08-15;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21055;56392;3277;
2024-08-15;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;4704;2633;
2024-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;3989;3753;
2024-08-16;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;52202;3278;
2024-08-16;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;2838;2633;
2024-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;2236;3753;
2024-08-17;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;31082;3278;
2024-08-17;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;1182;2633;
2024-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;810;3753;
2024-08-18;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;17772;3278;
2024-08-18;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;4306;2633;
2024-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;3522;3753;
2024-08-19;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;44490;3278;
2024-08-19;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;2696;2633;
2024-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;2073;3753;
2024-08-20;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;20694;3278;
2024-08-20;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2357;1194;2634;
2024-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;636;3753;
2024-08-21;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;10646;3278;
2024-08-21;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2447;1758;2634;
2024-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;1252;3753;
2024-08-22;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21061;18877;3278;
2024-08-22;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2447;4411;2634;
2024-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;3656;3753;
2024-08-23;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;45847;3279;
2024-08-23;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2447;1589;2634;
2024-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;1117;3753;
2024-08-24;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;12238;3279;
2024-08-24;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2447;1819;2634;
2024-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2711;1180;3753;
2024-08-25;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;22533;3279;
2024-08-25;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;4051;2634;
2024-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2744;3281;3753;
2024-08-26;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;45931;3279;
2024-08-26;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;4245;2634;
2024-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2744;3458;3753;
2024-08-27;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;43380;3279;
2024-08-27;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;2021;2634;
2024-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2744;1446;3753;
2024-08-28;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;23181;3279;
2024-08-28;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;1489;2634;
2024-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2794;937;3753;
2024-08-29;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;9951;3279;
2024-08-29;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;1545;2634;
2024-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2794;1049;3752;
2024-08-30;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;16541;3279;
2024-08-30;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
2024-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo;2467;1192;2634;
2024-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Colectivo a través de red - Consumo;2794;635;3752;
2024-08-31;Asturias, Principado de;Asturias;Con excedentes y compensación Individual;21065;4957;3279;
2024-08-31;Asturias, Principado de;Asturias;Sin Excedentes Individual;5787;0;37;
